"taxref10.CD_REF","binome.discoweed","family","taxo","binome.discoweed.noinfra","taxref10.CD_REF.infra","jauzein","za","biovigilance","fse","farmbio","cambecedes","lifeform","biogeo","red.FR","red.UK","module","c","z"
106439,"LOBULARIA MARITIMA","Brassicaceae","binome","LOBULARIA MARITIMA","106439",1,0,0,0,0,0,"hemicryptophyte","Mediterranean",NA,NA,5,0.012517,6.1492
106449,"LOGFIA GALLICA","Asteraceae","binome","LOGFIA GALLICA","106449",1,0,0,0,0,1,"therophyte","Mediterranean(eury)-atlantic(eury)",NA,NA,5,NA,NA
106451,"LOGFIA MINIMA","Asteraceae","binome","LOGFIA MINIMA","106451",1,0,0,0,0,0,"therophyte","Mediterranean(eury)-atlantic(eury)",NA,NA,NA,NA,NA
106497,"LOLIUM MULTIFLORUM","Poaceae","binome","LOLIUM MULTIFLORUM","106497",1,1,0,1,1,1,"therophyte","Mediterranean-atlantic",NA,NA,3,0.53329,0.8562
106499,"LOLIUM PERENNE","Poaceae","binome","LOLIUM PERENNE","106499",1,1,0,1,1,0,"hemicryptophyte","circumboreal",NA,"LC",3,0.14408,22.856
106504,"LOLIUM REMOTUM","Poaceae","binome","LOLIUM REMOTUM","106504",1,0,0,0,0,0,"therophyte","Eurasian","RE",NA,NA,NA,NA
106507,"LOLIUM RIGIDUM","Poaceae","binome","LOLIUM RIGIDUM","106507",1,0,0,0,0,1,"therophyte","Eurasian",NA,NA,5,0.13749,3.0103
106517,"LOLIUM TEMULENTUM","Poaceae","binome","LOLIUM TEMULENTUM","106517",1,0,0,0,0,1,"therophyte","cosmopolitan","EN","CR",3,0,0.26234
106535,"LOMELOSIA SIMPLEX","Caprifoliaceae","binome","LOMELOSIA SIMPLEX","106535",1,0,0,0,0,0,"hemicryptophyte","Mediterranean(western)","VU",NA,NA,NA,NA
106536,"LOMELOSIA STELLATA","Caprifoliaceae","binome","LOMELOSIA STELLATA","106536",1,0,0,0,0,0,"hemicryptophyte","Mediterranean(western)",NA,NA,5,0,-0.30606
106545,"LONCOMELOS NARBONENSE","Asparagaceae","binome","LONCOMELOS NARBONENSE","106545",1,0,0,0,0,0,"geophyte","Mediterranean(eury)-atlantic(eury)",NA,NA,5,0.66667,-0.27876
106546,"LONCOMELOS PYRENAICUS","Asparagaceae","binome","LONCOMELOS PYRENAICUS","106546",1,1,0,0,0,0,"geophyte","European(meridional)",NA,NA,1,0.6483,0.23406
106634,"LOTUS ANGUSTISSIMUS","Fabaceae","binome","LOTUS ANGUSTISSIMUS","106634",1,0,0,0,0,0,"therophyte","Eurasian(meridional)",NA,"NT",5,0.13627,2.4917
106645,"LOTUS CASTELLANUS","Fabaceae","binome","LOTUS CASTELLANUS","106645",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,NA,NA,NA
106651,"LOTUS CONIMBRICENSIS","Fabaceae","binome","LOTUS CONIMBRICENSIS","106651",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.087699
106653,"LOTUS CORNICULATUS","Fabaceae","binome","LOTUS CORNICULATUS","106653",1,1,1,1,0,0,"hemicryptophyte","Eurasian(meridional)",NA,"LC",3,0.68726,25.328
106666,"LOTUS EDULIS","Fabaceae","binome","LOTUS EDULIS","106666",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,0.66292
106678,"LOTUS HISPIDUS","Fabaceae","binome","LOTUS HISPIDUS","106678",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,5,NA,NA
106694,"LOTUS ORNITHOPODIOIDES","Fabaceae","binome","LOTUS ORNITHOPODIOIDES","106694",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,0.089719
106696,"LOTUS PARVIFLORUS","Fabaceae","binome","LOTUS PARVIFLORUS","106696",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,1.4545
106698,"LOTUS PEDUNCULATUS","Fabaceae","binome","LOTUS PEDUNCULATUS","106698",1,0,0,0,0,0,"hemicryptophyte","Eurasian",NA,"LC",99,0.56323,18.426
106720,"LOTUS TETRAGONOLOBUS","Fabaceae","binome","LOTUS TETRAGONOLOBUS","106720",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,NA,NA,NA
106765,"LUPINUS ALBUS","Fabaceae","binome","LUPINUS ALBUS","106765",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,NA,NA,NA
106766,"LUPINUS ANGUSTIFOLIUS","Fabaceae","binome","LUPINUS ANGUSTIFOLIUS","106766",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,0.64927
137478,"LUPINUS ANGUSTIFOLIUS SUBSP. RETICULATUS","Fabaceae","infra","LUPINUS ANGUSTIFOLIUS","106766",0,0,0,0,0,1,"therophyte","Mediterranean(eury)",NA,NA,5,0,-0.30606
106768,"LUPINUS COSENTINII","Fabaceae","binome","LUPINUS COSENTINII","106768",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,NA,NA,NA
106780,"LUPINUS LUTEUS","Fabaceae","binome","LUPINUS LUTEUS","106780",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,1,0,-0.18523
106784,"LUPINUS MICRANTHUS","Fabaceae","binome","LUPINUS MICRANTHUS","106784",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,0.33538
106918,"LYCHNIS FLOS-CUCULI","Caryophyllaceae","binome","LYCHNIS FLOS-CUCULI","106918",0,1,0,0,0,0,"hemicryptophyte","Eurasian",NA,NA,3,0.49805,9.4184
107027,"LYCOPSIS ARVENSIS","Boraginaceae","binome","LYCOPSIS ARVENSIS","107027",1,1,1,1,1,1,"therophyte","Eurasian",NA,NA,5,0.25347,0.93587
107038,"LYCOPUS EUROPAEUS","Lamiaceae","binome","LYCOPUS EUROPAEUS","107038",1,1,1,0,0,0,"hemicryptophyte","circumboreal",NA,"LC",99,0.75018,11.653
610909,"LYSIMACHIA ARVENSIS","Primulaceae","binome","LYSIMACHIA ARVENSIS","610909",1,1,1,1,1,1,"therophyte","cosmopolitan",NA,NA,5,0.33254,10.271
706505,"LYSIMACHIA FOEMINA","Primulaceae","binome","LYSIMACHIA FOEMINA","706505",1,1,1,0,0,1,"therophyte","cosmopolitan",NA,NA,5,NA,NA
107066,"LYSIMACHIA LINUM-STELLATUM","Primulaceae","binome","LYSIMACHIA LINUM-STELLATUM","107066",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.10718,7.6095
610910,"LYSIMACHIA MINIMA","Primulaceae","binome","LYSIMACHIA MINIMA","610910",1,0,0,0,0,0,"therophyte","Eurasian(meridional)",NA,NA,5,0.45983,0.035129
107090,"LYSIMACHIA VULGARIS","Primulaceae","binome","LYSIMACHIA VULGARIS","107090",1,0,0,0,0,0,"hemicryptophyte","Eurasian",NA,"LC",99,0.70226,20.873
107093,"LYTHRUM ACUTANGULUM","Lythraceae","binome","LYTHRUM ACUTANGULUM","107093",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,NA,NA,NA
107106,"LYTHRUM HYSSOPIFOLIA","Lythraceae","binome","LYTHRUM HYSSOPIFOLIA","107106",1,0,1,0,0,0,"therophyte","Eurasian",NA,"EN",5,0.44279,3.0103
107108,"LYTHRUM JUNCEUM","Lythraceae","binome","LYTHRUM JUNCEUM","107108",1,0,0,0,0,0,"hemicryptophyte","Mediterranean",NA,NA,99,0.56944,-0.066678
107117,"LYTHRUM SALICARIA","Lythraceae","binome","LYTHRUM SALICARIA","107117",1,1,1,0,0,0,"hemicryptophyte","Eurasian",NA,"LC",99,0.77081,21.552
107176,"MALCOLMIA AFRICANA","Brassicaceae","binome","MALCOLMIA AFRICANA","107176",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,NA,NA,NA
107200,"MALOPE TRIFIDA","Malvaceae","binome","MALOPE TRIFIDA","107200",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
107224,"MALVA ALCEA","Malvaceae","binome","MALVA ALCEA","107224",1,0,0,0,0,0,"hemicryptophyte","European",NA,NA,9,0.65312,0.070516
107243,"MALVA CRETICA","Malvaceae","binome","MALVA CRETICA","107243",1,0,0,0,0,0,"therophyte","Mediterranean","VU",NA,NA,NA,NA
107282,"MALVA MOSCHATA","Malvaceae","binome","MALVA MOSCHATA","107282",1,1,0,0,0,0,"hemicryptophyte","Mediterranean(eury)-atlantic(eury)",NA,"LC",3,0.27576,1.2454
717790,"MALVA MULTIFLORA","Malvaceae","binome","MALVA MULTIFLORA","717790",1,0,0,0,0,0,"hemicryptophyte","Mediterranean-atlantic",NA,NA,5,NA,NA
107284,"MALVA NEGLECTA","Malvaceae","binome","MALVA NEGLECTA","107284",1,1,0,0,0,0,"therophyte","Eurasian(septentrional)",NA,"LC",5,0.69019,0.11701
107286,"MALVA NICAEENSIS","Malvaceae","binome","MALVA NICAEENSIS","107286",1,0,0,0,0,0,"therophyte","Mediterranean(eury)-atlantic(eury)",NA,NA,5,0,-0.18323
107295,"MALVA PARVIFLORA","Malvaceae","binome","MALVA PARVIFLORA","107295",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.15278,-0.16958
107302,"MALVA PUNCTATA","Malvaceae","binome","MALVA PUNCTATA","107302",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,NA,NA
107313,"MALVA SETIGERA","Malvaceae","binome","MALVA SETIGERA","107313",1,1,0,0,0,1,"therophyte","European(meridional)",NA,NA,5,NA,NA
107318,"MALVA SYLVESTRIS","Malvaceae","binome","MALVA SYLVESTRIS","107318",1,1,1,1,0,0,"hemicryptophyte","European",NA,"LC",5,0.488,2.7783
107323,"MALVA TOURNEFORTIANA","Malvaceae","binome","MALVA TOURNEFORTIANA","107323",1,0,0,0,0,0,"hemicryptophyte","Mediterranean(western)","LC",NA,3,0,-0.069809
717304,"MALVA TRIMESTRIS","Malvaceae","binome","MALVA TRIMESTRIS","717304",1,0,0,0,0,0,"therophyte","Mediterranean","CR",NA,NA,NA,NA
107324,"MALVA VERTICILLATA","Malvaceae","binome","MALVA VERTICILLATA","107324",1,0,0,0,0,0,"hemicryptophyte","European",NA,NA,NA,NA,NA
107347,"MANTISALCA SALMANTICA","Asteraceae","binome","MANTISALCA SALMANTICA","107347",1,0,0,0,0,0,"hemicryptophyte","Mediterranean",NA,NA,5,0,-0.30606
107397,"MARRUBIUM VULGARE","Lamiaceae","binome","MARRUBIUM VULGARE","107397",1,0,0,0,0,0,"hemicryptophyte","Mediterranean(eury)",NA,"LC",5,0.2649,1.1952
107440,"MATRICARIA CHAMOMILLA","Asteraceae","binome","MATRICARIA CHAMOMILLA","107440",1,1,1,1,1,1,"therophyte","cosmopolitan",NA,"LC",3,NA,NA
148507,"MATRICARIA CHAMOMILLA VAR. RECUTITA","Asteraceae","infra","MATRICARIA CHAMOMILLA","107440",1,0,0,0,0,0,"therophyte","cosmopolitan",NA,NA,3,0.52738,0.054329
107446,"MATRICARIA DISCOIDEA","Asteraceae","binome","MATRICARIA DISCOIDEA","107446",1,1,1,1,1,0,"therophyte","cosmopolitan",NA,NA,3,0.41934,0.21873
107574,"MEDICAGO ARABICA","Fabaceae","binome","MEDICAGO ARABICA","107574",1,1,1,0,0,0,"therophyte","Eurasian(meridional)",NA,"LC",5,0.50392,2.014
107588,"MEDICAGO CILIARIS","Fabaceae","binome","MEDICAGO CILIARIS","107588",1,0,0,0,0,0,"therophyte","Mediterranean","VU",NA,NA,NA,NA
107595,"MEDICAGO CORONATA","Fabaceae","binome","MEDICAGO CORONATA","107595",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,0.048777
107605,"MEDICAGO DISCIFORMIS","Fabaceae","binome","MEDICAGO DISCIFORMIS","107605",1,0,0,0,0,0,"therophyte","Mediterranean(septentrional)",NA,NA,5,0,0.1716
107606,"MEDICAGO DOLIATA","Fabaceae","binome","MEDICAGO DOLIATA","107606",1,0,0,0,0,0,"therophyte","Mediterranean","DD",NA,NA,NA,NA
107632,"MEDICAGO INTERTEXTA","Fabaceae","binome","MEDICAGO INTERTEXTA","107632",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,5,0,-0.30606
107639,"MEDICAGO LACINIATA","Fabaceae","binome","MEDICAGO LACINIATA","107639",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,NA,NA,NA
107647,"MEDICAGO LITTORALIS","Fabaceae","binome","MEDICAGO LITTORALIS","107647",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.0048309,5.3031
107649,"MEDICAGO LUPULINA","Fabaceae","binome","MEDICAGO LUPULINA","107649",1,1,1,1,1,0,"hemicryptophyte","Eurasian(meridional)",NA,"LC",3,0.56258,11.418
107658,"MEDICAGO MINIMA","Fabaceae","binome","MEDICAGO MINIMA","107658",1,1,1,0,0,0,"therophyte","Mediterranean(eury)",NA,"VU",5,0.51108,17.545
107662,"MEDICAGO MONSPELIACA","Fabaceae","binome","MEDICAGO MONSPELIACA","107662",1,0,0,0,0,0,"therophyte","Mediterranean(eury)",NA,NA,5,0.36776,3.2969
107665,"MEDICAGO MUREX","Fabaceae","binome","MEDICAGO MUREX","107665",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.019461
107677,"MEDICAGO ORBICULARIS","Fabaceae","binome","MEDICAGO ORBICULARIS","107677",1,0,0,0,0,1,"therophyte","Mediterranean",NA,NA,5,0.26836,2.014
107688,"MEDICAGO POLYCERATIA","Fabaceae","binome","MEDICAGO POLYCERATIA","107688",1,0,0,0,0,0,"therophyte","Mediterranean(western)","VU",NA,NA,NA,NA
107689,"MEDICAGO POLYMORPHA","Fabaceae","binome","MEDICAGO POLYMORPHA","107689",1,1,1,0,0,1,"therophyte","cosmopolitan",NA,"LC",5,0.29029,1.1679
107692,"MEDICAGO PRAECOX","Fabaceae","binome","MEDICAGO PRAECOX","107692",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.033109
107706,"MEDICAGO RIGIDULA","Fabaceae","binome","MEDICAGO RIGIDULA","107706",1,0,0,0,0,1,"therophyte","Mediterranean",NA,NA,5,0.27373,3.2287
107710,"MEDICAGO RUGOSA","Fabaceae","binome","MEDICAGO RUGOSA","107710",1,0,0,0,0,0,"therophyte","Mediterranean","EN",NA,NA,NA,NA
107711,"MEDICAGO SATIVA","Fabaceae","binome","MEDICAGO SATIVA","107711",1,1,1,1,1,0,"hemicryptophyte","Eurasian",NA,"LC",3,0.54304,1.8829
107712,"MEDICAGO SCUTELLATA","Fabaceae","binome","MEDICAGO SCUTELLATA","107712",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.29241
107713,"MEDICAGO SECUNDIFLORA","Fabaceae","binome","MEDICAGO SECUNDIFLORA","107713",1,0,0,0,0,0,"therophyte","Mediterranean(western)","VU",NA,NA,NA,NA
107717,"MEDICAGO SOLEIROLII","Fabaceae","binome","MEDICAGO SOLEIROLII","107717",1,0,0,0,0,0,"therophyte","Mediterranean(western)","VU",NA,5,0,-0.30606
107728,"MEDICAGO TENOREANA","Fabaceae","binome","MEDICAGO TENOREANA","107728",1,0,0,0,0,0,"therophyte","Mediterranean(western)","VU",NA,5,0,-0.30606
107739,"MEDICAGO TRUNCATULA","Fabaceae","binome","MEDICAGO TRUNCATULA","107739",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.083015,0.89493
107742,"MEDICAGO TURBINATA","Fabaceae","binome","MEDICAGO TURBINATA","107742",1,0,0,0,0,0,"therophyte","Mediterranean","DD",NA,NA,NA,NA
107786,"MELAMPYRUM ARVENSE","Orobanchaceae","binome","MELAMPYRUM ARVENSE","107786",1,0,0,0,0,1,"therophyte","Eurasian",NA,"EN",1,0.20366,0.50639
107886,"MELILOTUS ALBUS","Fabaceae","binome","MELILOTUS ALBUS","107886",1,0,1,0,0,0,"hemicryptophyte","Eurasian",NA,NA,9,0.71824,2.2953
107914,"MELILOTUS INDICUS","Fabaceae","binome","MELILOTUS INDICUS","107914",1,0,0,0,0,0,"therophyte","Eurasian",NA,NA,5,0,0.076072
107992,"MELISSA OFFICINALIS","Lamiaceae","binome","MELISSA OFFICINALIS","107992",1,0,0,0,0,0,"hemicryptophyte","Mediterranean(eastern)",NA,NA,9,0.64815,-0.095158
108005,"MELOMPHIS ARABICA","Asparagaceae","binome","MELOMPHIS ARABICA","108005",1,0,0,0,0,0,"geophyte","Mediterranean","VU",NA,NA,NA,NA
108027,"MENTHA AQUATICA","Lamiaceae","binome","MENTHA AQUATICA","108027",1,0,0,1,0,0,"geophyte","European",NA,"LC",99,0.76103,20.161
108029,"MENTHA ARVENSIS","Lamiaceae","binome","MENTHA ARVENSIS","108029",1,0,0,1,0,0,"hemicryptophyte","cosmopolitan",NA,NA,99,0.6785,2.2876
108103,"MENTHA LONGIFOLIA","Lamiaceae","binome","MENTHA LONGIFOLIA","108103",1,0,0,0,0,0,"hemicryptophyte","European(temperate)",NA,NA,99,0.71534,1.3906
108138,"MENTHA PULEGIUM","Lamiaceae","binome","MENTHA PULEGIUM","108138",1,1,0,0,0,0,"hemicryptophyte","Eurasian",NA,NA,5,0.40186,7.4185
108166,"MENTHA SPICATA","Lamiaceae","binome","MENTHA SPICATA","108166",0,1,0,0,0,0,"hemicryptophyte","European",NA,"LC",9,0.71073,0.21252
108168,"MENTHA SUAVEOLENS","Lamiaceae","binome","MENTHA SUAVEOLENS","108168",1,1,1,0,0,0,"hemicryptophyte","Mediterranean-atlantic",NA,NA,3,0.50235,0.50727
108350,"MERCURIALIS AMBIGUA","Euphorbiaceae","binome","MERCURIALIS AMBIGUA","108350",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,NA,NA,NA
108351,"MERCURIALIS ANNUA","Euphorbiaceae","binome","MERCURIALIS ANNUA","108351",1,1,1,1,1,0,"therophyte","European",NA,"LC",5,0.46216,1.3316
108477,"MIBORA MINIMA","Poaceae","binome","MIBORA MINIMA","108477",1,0,0,0,0,1,"therophyte","Mediterranean-atlantic",NA,NA,5,0.038803,3.7473
108519,"MICROPYRUM TENELLUM","Poaceae","binome","MICROPYRUM TENELLUM","108519",1,0,0,0,0,0,"therophyte","Mediterranean-atlantic",NA,NA,5,0.11847,5.6443
108522,"MICROTHLASPI PERFOLIATUM","Brassicaceae","binome","MICROTHLASPI PERFOLIATUM","108522",1,1,0,0,0,0,"therophyte","Eurasian",NA,NA,1,0.58503,2.0712
108597,"MINUARTIA HYBRIDA","Caryophyllaceae","binome","MINUARTIA HYBRIDA","108597",1,0,0,0,0,0,"therophyte","Eurasian(temperate)",NA,"EN",5,0.47895,1.1406
108604,"MINUARTIA MEDITERRANEA","Caryophyllaceae","binome","MINUARTIA MEDITERRANEA","108604",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.33099,1.0723
108623,"MINUARTIA VISCOSA","Caryophyllaceae","binome","MINUARTIA VISCOSA","108623",1,0,0,0,0,0,"therophyte","European(central)","DD",NA,5,0.49383,-0.21053
108644,"MISOPATES CALYCINUM","Plantaginaceae","binome","MISOPATES CALYCINUM","108644",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,NA,NA,NA
108645,"MISOPATES ORONTIUM","Plantaginaceae","binome","MISOPATES ORONTIUM","108645",1,1,1,0,0,1,"therophyte","European",NA,"VU",5,0.14552,1.1542
108672,"MODIOLA CAROLINIANA","Malvaceae","binome","MODIOLA CAROLINIANA","108672",1,0,0,0,0,0,"hemicryptophyte","introduced(South America)",NA,NA,NA,NA,NA
108780,"MONTIA ARVENSIS","Montiaceae","binome","MONTIA ARVENSIS","108780",1,0,0,0,0,0,"therophyte","European",NA,NA,5,NA,NA
108785,"MONTIA FONTANA","Montiaceae","binome","MONTIA FONTANA","108785",1,0,1,0,0,0,"hemicryptophyte","European(septentrional)",NA,"LC",99,0.38378,0.66172
717318,"MOOROCHLOA ERUCIFORMIS","Poaceae","binome","MOOROCHLOA ERUCIFORMIS","717318",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,99,NA,NA
108805,"MORICANDIA ARVENSIS","Brassicaceae","binome","MORICANDIA ARVENSIS","108805",1,0,0,0,0,0,"hemicryptophyte","Mediterranean",NA,NA,NA,NA,NA
108867,"MUSCARI ATLANTICUM","Asparagaceae","binome","MUSCARI ATLANTICUM","108867",1,0,0,0,0,0,"geophyte",NA,NA,NA,NA,NA,NA
108869,"MUSCARI BOTRYOIDES","Asparagaceae","binome","MUSCARI BOTRYOIDES","108869",1,0,0,0,0,0,"geophyte","European(eastern)",NA,NA,1,0.079861,-0.090132
108874,"MUSCARI COMOSUM","Asparagaceae","binome","MUSCARI COMOSUM","108874",1,1,0,0,0,0,"geophyte","European(meridional)",NA,NA,5,0.61547,7.1728
108896,"MUSCARI MOTELAYI","Asparagaceae","binome","MUSCARI MOTELAYI","108896",1,0,0,0,0,0,"geophyte","Aquitanian","DD",NA,NA,NA,NA
108898,"MUSCARI NEGLECTUM","Asparagaceae","binome","MUSCARI NEGLECTUM","108898",1,1,0,0,0,0,"geophyte","European(meridional)",NA,NA,1,0.50885,2.8968
108948,"MYAGRUM PERFOLIATUM","Brassicaceae","binome","MYAGRUM PERFOLIATUM","108948",1,1,1,0,0,1,"therophyte","European(meridional)",NA,NA,5,0.5,-0.30606
108996,"MYOSOTIS ARVENSIS","Boraginaceae","binome","MYOSOTIS ARVENSIS","108996",1,1,0,1,0,1,"therophyte","circumboreal",NA,"LC",3,0.42859,5.1105
109001,"MYOSOTIS BALBISIANA","Boraginaceae","binome","MYOSOTIS BALBISIANA","109001",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.26512
109011,"MYOSOTIS CONGESTA","Boraginaceae","binome","MYOSOTIS CONGESTA","109011",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,NA,NA,NA
109019,"MYOSOTIS DISCOLOR","Boraginaceae","binome","MYOSOTIS DISCOLOR","109019",1,1,0,0,0,1,"therophyte","Mediterranean(eury)-atlantic(eury)",NA,"LC",5,0.56739,2.9421
109084,"MYOSOTIS RAMOSISSIMA","Boraginaceae","binome","MYOSOTIS RAMOSISSIMA","109084",1,0,0,0,0,0,"therophyte","Eurasian",NA,"LC",5,0.5444,10.926
109102,"MYOSOTIS STRICTA","Boraginaceae","binome","MYOSOTIS STRICTA","109102",1,0,0,0,0,0,"therophyte","Eurasian",NA,NA,5,0.45983,4.0066
109121,"MYOSOTON AQUATICUM","Caryophyllaceae","binome","MYOSOTON AQUATICUM","109121",1,1,0,0,0,0,"hemicryptophyte","Eurasian",NA,"LC",9,0.47878,3.6443
109126,"MYOSURUS MINIMUS","Ranunculaceae","binome","MYOSURUS MINIMUS","109126",1,0,1,0,1,1,"therophyte","circumboreal",NA,"VU",5,0.42872,-0.019461
109287,"NARCISSUS PAPYRACEUS","Amaryllidaceae","binome","NARCISSUS PAPYRACEUS","109287",1,0,0,0,0,0,"geophyte","Mediterranean(eury)",NA,NA,NA,NA,NA
109309,"NARCISSUS TAZETTA","Amaryllidaceae","binome","NARCISSUS TAZETTA","109309",1,0,0,0,0,0,"geophyte","Mediterranean",NA,NA,5,0.53594,0.11701
109422,"NASTURTIUM OFFICINALE","Brassicaceae","binome","NASTURTIUM OFFICINALE","109422",0,0,0,1,0,0,"hemicryptophyte","cosmopolitan",NA,NA,99,0.60545,5.4143
109465,"NEATOSTEMA APULUM","Boraginaceae","binome","NEATOSTEMA APULUM","109465",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.086777,0.82669
109469,"NECTAROSCILLA HYACINTHOIDES","Asparagaceae","binome","NECTAROSCILLA HYACINTHOIDES","109469",1,0,0,0,0,0,"geophyte","European",NA,NA,NA,NA,NA
717797,"NEOSCHISCHKINIA POURRETII","Poaceae","binome","NEOSCHISCHKINIA POURRETII","717797",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,NA,NA
109516,"NEPETA CATARIA","Lamiaceae","binome","NEPETA CATARIA","109516",1,0,0,0,0,0,"hemicryptophyte","European(meridional)",NA,"VU",5,0.375,-0.27876
109594,"NESLIA PANICULATA","Brassicaceae","binome","NESLIA PANICULATA","109594",1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
138067,"NESLIA PANICULATA SUBSP. THRACICA","Brassicaceae","infra","NESLIA PANICULATA","109594",1,0,1,0,0,0,"therophyte","Mediterranean",NA,NA,5,NA,NA
109600,"NICANDRA PHYSALODES","Solanaceae","binome","NICANDRA PHYSALODES","109600",1,0,0,0,0,0,"therophyte","introduced(South America)",NA,NA,NA,NA,NA
109620,"NIGELLA ARVENSIS","Ranunculaceae","binome","NIGELLA ARVENSIS","109620",1,0,1,0,0,1,"therophyte","Mediterranean","CR",NA,1,0.44444,-0.18091
109625,"NIGELLA DAMASCENA","Ranunculaceae","binome","NIGELLA DAMASCENA","109625",1,0,0,0,0,1,"therophyte","Mediterranean",NA,NA,5,0.1437,0.64927
718725,"NIGELLA HISPANICA VAR. PARVIFLORA","Ranunculaceae","infra","NIGELLA HISPANICA","109631",1,0,0,0,0,1,"therophyte","Eurasian(meridional)","VU",NA,NA,NA,NA
109636,"NIGELLA NIGELLASTRUM","Ranunculaceae","binome","NIGELLA NIGELLASTRUM","109636",1,0,0,0,0,1,"therophyte","Mediterranean","EN",NA,5,NA,NA
109684,"NONEA ECHIOIDES","Boraginaceae","binome","NONEA ECHIOIDES","109684",1,0,0,0,0,0,"therophyte","European(meridional)","VU",NA,NA,NA,NA
109688,"NONEA PALLENS","Boraginaceae","binome","NONEA PALLENS","109688",1,0,0,0,0,0,"therophyte","European(meridional)",NA,NA,NA,NA,NA
109711,"NOTHOSCORDUM BORBONICUM","Amaryllidaceae","binome","NOTHOSCORDUM BORBONICUM","109711",1,0,0,0,0,0,"geophyte","introduced(North America)",NA,NA,5,0,-0.30606
109717,"NOTOBASIS SYRIACA","Asteraceae","binome","NOTOBASIS SYRIACA","109717",1,0,0,0,0,0,"therophyte","Mediterranean","CR",NA,NA,NA,NA
109833,"ODONTITES JAUBERTIANUS","Orobanchaceae","binome","ODONTITES JAUBERTIANUS","109833",1,0,0,0,0,0,"therophyte","atlantic(eury)",NA,NA,1,0.49135,-0.142
109838,"ODONTITES LUTEUS","Orobanchaceae","binome","ODONTITES LUTEUS","109838",1,0,0,0,0,0,"therophyte","European(meridional)",NA,NA,1,0.23383,5.3131
138126,"ODONTITES LUTEUS SUBSP. LANCEOLATUS","Orobanchaceae","infra","ODONTITES LUTEUS","109838",1,0,0,0,0,1,"therophyte","orophyte(meridional)",NA,NA,1,0.062435,0.45884
109845,"ODONTITES VERNUS","Orobanchaceae","binome","ODONTITES VERNUS","109845",1,0,0,0,0,0,"therophyte","European(western)",NA,"LC",3,0.65704,0.074459
138137,"ODONTITES VERNUS SUBSP. VERNUS","Orobanchaceae","infra","ODONTITES VERNUS","109845",0,0,0,0,0,1,"therophyte","European(western)",NA,"LC",3,0.65704,0.074459
109847,"ODONTITES VISCOSUS","Orobanchaceae","binome","ODONTITES VISCOSUS","109847",1,0,0,0,0,0,"therophyte","Mediterranean(eury)",NA,NA,1,0.049672,0.14329
109911,"OENOTHERA BIENNIS","Onagraceae","binome","OENOTHERA BIENNIS","109911",1,0,0,1,0,0,"hemicryptophyte","introduced(North America)",NA,NA,5,0.64263,1.1542
109933,"OENOTHERA LACINIATA","Onagraceae","binome","OENOTHERA LACINIATA","109933",1,0,0,0,0,0,"therophyte","introduced(America)",NA,NA,5,0,-0.30606
717338,"OLOPTUM MILIACEUM","Poaceae","binome","OLOPTUM MILIACEUM","717338",1,0,0,0,0,0,"hemicryptophyte","Mediterranean",NA,NA,5,NA,NA
